标题,作者,赞同,原文链接,正文相关度分,严格小学相关度分,正文抓取状态,本地Markdown
西城学区请教，25年入学，想最稳妥入好学校的话，最推荐买哪，什么时候买合适？?,三人行,17,https://www.zhihu.com/question/468757943/answer/2772313466,1300,1478,已抓取正文,output/zhihu_xicheng/markdown/128-西城学区请教，25年入学，想最稳妥入好学校的话，最推荐买哪，什么时候买合适？-2772313466.md
月坛是不是西城教改后最差的学区？,我叫小博,5,https://www.zhihu.com/question/266796913/answer/3252830535,1228,1452,已抓取正文,output/zhihu_xicheng/markdown/121-月坛是不是西城教改后最差的学区？-3252830535.md
现在北京的老破小学区房还能不能买了？,三人行,2,https://www.zhihu.com/question/488587925/answer/1930925286058334053,1288,1448,已抓取正文,output/zhihu_xicheng/markdown/391-现在北京的老破小学区房还能不能买了？-1930925286058334053.md
学区房是否会降温？预计多久能见到成效？,星话大白,134,https://www.zhihu.com/question/470413988/answer/1986840876,1197,1448,已抓取正文,output/zhihu_xicheng/markdown/611-学区房是否会降温？预计多久能见到成效？-1986840876.md
北京入学施行锁区的意义是什么？是不是造成学区房不公平的最大原因？,三人行,47,https://www.zhihu.com/question/57412224/answer/2354885655,1193,1437,已抓取正文,output/zhihu_xicheng/markdown/428-北京入学施行锁区的意义是什么？是不是造成学区房不公平的最大原因？-2354885655.md
2026年入学北京孩子什么时候买学区房？,三人行,19,https://www.zhihu.com/question/442808348/answer/2557608508,1227,1425,已抓取正文,output/zhihu_xicheng/markdown/402-2026年入学北京孩子什么时候买学区房？-2557608508.md
北京入手学区房，有没有好推荐的？,西瓜姐教买房,4,https://www.zhihu.com/question/451005100/answer/2617183879,1167,1425,已抓取正文,output/zhihu_xicheng/markdown/538-北京入手学区房，有没有好推荐的？-2617183879.md
海淀二流二类小学，西城最差学区，如何选择？,我叫小博,15,https://www.zhihu.com/question/445389155/answer/3174374217,1185,1420,已抓取正文,output/zhihu_xicheng/markdown/195-海淀二流二类小学，西城最差学区，如何选择？-3174374217.md
西城学区还有未来吗？应该怎么选？,三人行,34,https://www.zhihu.com/question/547102253/answer/2611208473,1182,1407,已抓取正文,output/zhihu_xicheng/markdown/338-西城学区还有未来吗？应该怎么选？-2611208473.md
北京买房，在东单或者金融街上班，亚运村和瀛海，哪里是更好的选择？,三人行,1,https://www.zhihu.com/question/285360675/answer/3258987106,1326,1400,已抓取正文,output/zhihu_xicheng/markdown/976-北京买房，在东单或者金融街上班，亚运村和瀛海，哪里是更好的选择？-3258987106.md
如何看待 2024 年人教版小学、初中教材的大改动？此次改动有哪些意义？,三人行,4,https://www.zhihu.com/question/665404481/answer/1915715359836730733,1207,1400,已抓取正文,output/zhihu_xicheng/markdown/779-如何看待-2024-年人教版小学、初中教材的大改动？此次改动有哪些意义？-1915715359836730733.md
北京有哪些典型的豪宅？,丹心学楼,2893,https://www.zhihu.com/question/29361767/answer/981562212,1250,1399,已抓取正文,output/zhihu_xicheng/markdown/1019-北京有哪些典型的豪宅？-981562212.md
2023年买海淀或西城带点学区房子，求推荐？,三人行,11,https://www.zhihu.com/question/589088958/answer/3178946746,1348,1386,已抓取正文,output/zhihu_xicheng/markdown/591-2023年买海淀或西城带点学区房子，求推荐？-3178946746.md
26年入学，北京学区房怎么选？,三人行,1,https://www.zhihu.com/question/657149460/answer/47228086211,1284,1379,已抓取正文,output/zhihu_xicheng/markdown/518-26年入学，北京学区房怎么选？-47228086211.md
北京西城学区房，刚需上学现在怎么买？,三人行,0,https://www.zhihu.com/question/410358806/answer/49689947646,1089,1370,已抓取正文,output/zhihu_xicheng/markdown/207-北京西城学区房，刚需上学现在怎么买？-49689947646.md
西城广安门外学区和海淀羊坊店学区如何选择？,京学区字典,0,https://www.zhihu.com/question/554462801/answer/3532025414,1249,1367,已抓取正文,output/zhihu_xicheng/markdown/119-西城广安门外学区和海淀羊坊店学区如何选择？-3532025414.md
育民小学 兴趣班 孩子过两年上育民小学，请问这个学校有什么兴趣班？,三人行,2,https://www.zhihu.com/question/351630397/answer/3273167605,1255,1361,已抓取正文,output/zhihu_xicheng/markdown/674-育民小学-兴趣班-孩子过两年上育民小学，请问这个学校有什么兴趣班？-3273167605.md
西城区幼儿园要求落户满三年，在西城区内迁户口影响这个时间吗？,三人行,1,https://www.zhihu.com/question/491543500/answer/3239932231,1270,1360,已抓取正文,output/zhihu_xicheng/markdown/026-西城区幼儿园要求落户满三年，在西城区内迁户口影响这个时间吗？-3239932231.md
有多少钱才能在北京买学区房？,王果汁,38,https://www.zhihu.com/question/430957677/answer/1778070281,1095,1352,已抓取正文,output/zhihu_xicheng/markdown/865-有多少钱才能在北京买学区房？-1778070281.md
展览路一小和府学小学该上哪个？,鸿志万里,1,https://www.zhihu.com/question/492952157/answer/3348678714,1179,1338,已抓取正文,output/zhihu_xicheng/markdown/436-展览路一小和府学小学该上哪个？-3348678714.md
有北京西城户口但没房产，能上西城的小学吗？,三人行,5,https://www.zhihu.com/question/448152070/answer/2908884937,1269,1333,已抓取正文,output/zhihu_xicheng/markdown/089-有北京西城户口但没房产，能上西城的小学吗？-2908884937.md
25年上学西城德胜学区房还能买吗？,鸿志万里,2,https://www.zhihu.com/question/614690690/answer/3384975089,1293,1325,已抓取正文,output/zhihu_xicheng/markdown/254-25年上学西城德胜学区房还能买吗？-3384975089.md
海淀二流二类小学，西城最差学区，如何选择？,孙庆磊,65,https://www.zhihu.com/question/445389155/answer/2904111868,1009,1307,已抓取正文,output/zhihu_xicheng/markdown/337-海淀二流二类小学，西城最差学区，如何选择？-2904111868.md
广外学区到底有多烂？,三人行,11,https://www.zhihu.com/question/474961023/answer/40817459294,1209,1306,已抓取正文,output/zhihu_xicheng/markdown/297-广外学区到底有多烂？-40817459294.md
金融街学区房买哪个？,鸿志万里,2,https://www.zhihu.com/question/433347794/answer/3509121778,1065,1303,已抓取正文,output/zhihu_xicheng/markdown/496-金融街学区房买哪个？-3509121778.md
现在买学区房还有必要吗？,三人行,7,https://www.zhihu.com/question/584095770/answer/21565428131,1105,1301,已抓取正文,output/zhihu_xicheng/markdown/516-现在买学区房还有必要吗？-21565428131.md
你会为孩子买学区房，还是上普通点的学校？,杜卡基斯小然然,229,https://www.zhihu.com/question/434384643/answer/1630018445,1107,1300,已抓取正文,output/zhihu_xicheng/markdown/447-你会为孩子买学区房，还是上普通点的学校？-1630018445.md
西城西长安街学区与什刹海学区怎么选，转学过去的，更看重初中，求推荐。?,三人行,27,https://www.zhihu.com/question/442069606/answer/2377025511,1097,1297,已抓取正文,output/zhihu_xicheng/markdown/009-西城西长安街学区与什刹海学区怎么选，转学过去的，更看重初中，求推荐。-2377025511.md
北京西城区除了四中和实验都很拉吗？,老污龟,207,https://www.zhihu.com/question/570185663/answer/2801590994,1397,1296,已抓取正文,output/zhihu_xicheng/markdown/109-北京西城区除了四中和实验都很拉吗？-2801590994.md
西城 9 所小学全区招生，其中有哪些值得关注的信息？,北京叮当,5,https://www.zhihu.com/question/532482224/answer/3255655874,1168,1295,已抓取正文,output/zhihu_xicheng/markdown/120-西城-9-所小学全区招生，其中有哪些值得关注的信息？-3255655874.md
目前北京市小学排名前50名的都是那些学校？谢谢？,京学区字典,3,https://www.zhihu.com/question/493179545/answer/3529495731,1130,1295,已抓取正文,output/zhihu_xicheng/markdown/735-目前北京市小学排名前50名的都是那些学校？谢谢？-3529495731.md
介绍一下北京市西城区的学区？,慢琢玖居,6,https://www.zhihu.com/question/455372815/answer/3414696627,1111,1295,已抓取正文,output/zhihu_xicheng/markdown/035-介绍一下北京市西城区的学区？-3414696627.md
北京海淀小升初，五升六孩子走派位or转学？,三人行,0,https://www.zhihu.com/question/656692637/answer/1902621481340474714,1157,1293,已抓取正文,output/zhihu_xicheng/markdown/439-北京海淀小升初，五升六孩子走派位or转学？-1902621481340474714.md
在北京买学区房大概价位在600左右，是选西城还是海淀，最近关注了中关村二小？,米粒妈,407,https://www.zhihu.com/question/66339173/answer/269073380,1113,1291,已抓取正文,output/zhihu_xicheng/markdown/426-在北京买学区房大概价位在600左右，是选西城还是海淀，最近关注了中关村二小？-269073380.md
北京西城广外和海淀羊坊店学区选择哪一个更好？,北京中弘安居大数据,0,https://www.zhihu.com/question/521548832/answer/1986086514522878852,1052,1290,已抓取正文,output/zhihu_xicheng/markdown/750-北京西城广外和海淀羊坊店学区选择哪一个更好？-1986086514522878852.md
现在北京学区房都在弱化的大前提下，学区房买还是不买？,老污龟,639,https://www.zhihu.com/question/310742721/answer/2939348271,1298,1288,已抓取正文,output/zhihu_xicheng/markdown/797-现在北京学区房都在弱化的大前提下，学区房买还是不买？-2939348271.md
海淀二流二类小学，西城最差学区，如何选择？,efic wang,12,https://www.zhihu.com/question/445389155/answer/2017592366412879005,1127,1280,已抓取正文,output/zhihu_xicheng/markdown/187-海淀二流二类小学，西城最差学区，如何选择？-2017592366412879005.md
学区房买北京西城东城，还是朝阳？,汤有为,20,https://www.zhihu.com/question/463574027/answer/2774277713,1047,1269,已抓取正文,output/zhihu_xicheng/markdown/127-学区房买北京西城东城，还是朝阳？-2774277713.md
小学为什么不要把成绩放在第一位？,三人行,0,https://www.zhihu.com/question/646778793/answer/40823009875,1152,1263,已抓取正文,output/zhihu_xicheng/markdown/690-小学为什么不要把成绩放在第一位？-40823009875.md
北京小学天宁寺分校真实教学水平和在西城区小学系统内的位置如何？,郝正闯,9,https://www.zhihu.com/question/293522597/answer/1885687341,1064,1257,已抓取正文,output/zhihu_xicheng/markdown/067-北京小学天宁寺分校真实教学水平和在西城区小学系统内的位置如何？-1885687341.md
5月买的西城实验二小德胜学区房子，女儿明年上学，如7月31日后落户，多校划片是否可能上个更好的学校?,三人行,14,https://www.zhihu.com/question/398381416/answer/2357788644,1062,1257,已抓取正文,output/zhihu_xicheng/markdown/012-5月买的西城实验二小德胜学区房子，女儿明年上学，如7月31日后落户，多校划片是否可能上个更好的学校-2357788644.md
北京德胜片区，学区有下跌风险吗？,三人行,1,https://www.zhihu.com/question/611337891/answer/1919332199158781789,1105,1254,已抓取正文,output/zhihu_xicheng/markdown/928-北京德胜片区，学区有下跌风险吗？-1919332199158781789.md
买西城哪个片区合适？,三人行,5,https://www.zhihu.com/question/480160347/answer/2323425669,1248,1253,已抓取正文,output/zhihu_xicheng/markdown/383-买西城哪个片区合适？-2323425669.md
西城学区怎么买？哪个学区最强，求科普～?,孙掌柜聊房,2,https://www.zhihu.com/question/649667926/answer/3439857238,1108,1247,已抓取正文,output/zhihu_xicheng/markdown/189-西城学区怎么买？哪个学区最强，求科普～-3439857238.md
2023年，你还会顶着压力在北京买房吗？,我叫小博,8,https://www.zhihu.com/question/594166255/answer/3250457650,1027,1244,已抓取正文,output/zhihu_xicheng/markdown/848-2023年，你还会顶着压力在北京买房吗？-3250457650.md
