标题,作者,赞同,原文链接,正文相关度分,严格小学相关度分,本地Markdown
北京朝阳区好的私立小学，大学前不想出国。因为工作地在朝阳，听说办了五证也只能上朝阳的私立小学。求推荐?,洋洋,8,https://www.zhihu.com/question/379294414/answer/1298299357,45,50,output/zhihu_chaoyang/markdown/223-北京朝阳区好的私立小学，大学前不想出国。因为工作地在朝阳，听说办了五证也只能上朝阳的私立小学。求推荐-1298299357.md
6年级的孩子北京朝阳区户口，外省上学，如何小升初?,育路私立学校网,0,https://www.zhihu.com/question/520183926/answer/3212355854,80,49,output/zhihu_chaoyang/markdown/227-6年级的孩子北京朝阳区户口，外省上学，如何小升初-3212355854.md
26年入学，640万预算，朝阳学区怎么选？,三人行,0,https://www.zhihu.com/question/619568534/answer/61016777365,64,49,output/zhihu_chaoyang/markdown/133-26年入学，640万预算，朝阳学区怎么选？-61016777365.md
北京市朝阳区有哪些教学质量不错的小学学校？,国际小T,0,https://www.zhihu.com/question/655987633/answer/3501023378,47,49,output/zhihu_chaoyang/markdown/465-北京市朝阳区有哪些教学质量不错的小学学校？-3501023378.md
如何看待北京率先实施“多校划片”？,骑虎难下的左轮君,11,https://www.zhihu.com/question/393357639/answer/1215741297,108,48,output/zhihu_chaoyang/markdown/1088-如何看待北京率先实施“多校划片”？-1215741297.md
北京海淀朝阳生活品质好的学区房有哪些？,天通苑小王,36,https://www.zhihu.com/question/452359120/answer/1814481195,67,48,output/zhihu_chaoyang/markdown/013-北京海淀朝阳生活品质好的学区房有哪些？-1814481195.md
北京市工作居住证所属区不一样会有什么差别吗？例如海淀和平谷的工作居住证有什么不同？,至禾咨询,1,https://www.zhihu.com/question/428452414/answer/3028301828,60,48,output/zhihu_chaoyang/markdown/1320-北京市工作居住证所属区不一样会有什么差别吗？例如海淀和平谷的工作居住证有什么不同？-3028301828.md
北京幼升小四证凑不齐怎么办呀？,国际探校,0,https://www.zhihu.com/question/15701246875/answer/1888270542873798284,57,48,output/zhihu_chaoyang/markdown/1125-北京幼升小四证凑不齐怎么办呀？-1888270542873798284.md
请问北京东城区教育资源和前景如何？如果买东城房子需要考虑学区房吗？需要的话有哪些推荐吗？不要老破小。？,三人行,1,https://www.zhihu.com/question/459288660/answer/42578471162,78,47,output/zhihu_chaoyang/markdown/1273-请问北京东城区教育资源和前景如何？如果买东城房子需要考虑学区房吗？需要的话有哪些推荐吗？不要老破小。？-42578471162.md
北京每个区的学区划分具体是怎样的？,小明,3,https://www.zhihu.com/question/440474865/answer/105274379940,64,47,output/zhihu_chaoyang/markdown/375-北京每个区的学区划分具体是怎样的？-105274379940.md
非京籍朝阳区学籍怎么参加小升初？,私立学校指南,0,https://www.zhihu.com/question/541649299/answer/74320844765,59,47,output/zhihu_chaoyang/markdown/330-非京籍朝阳区学籍怎么参加小升初？-74320844765.md
孩子在北京朝阳区凯文学校上小学怎么样？,国际探校,0,https://www.zhihu.com/question/6259037004/answer/51514530308,44,47,output/zhihu_chaoyang/markdown/252-孩子在北京朝阳区凯文学校上小学怎么样？-51514530308.md
2017北京买房，总价预算300-400，买丰台还是朝阳还是通州？,叭楼,2,https://www.zhihu.com/question/62204137/answer/3524209456,76,46,output/zhihu_chaoyang/markdown/913-2017北京买房，总价预算300-400，买丰台还是朝阳还是通州？-3524209456.md
现在在北京一所公立学校上小学三年级，想转学，有没有好的私立学校推荐？,私立学校指南,1,https://www.zhihu.com/question/661732524/answer/3566699762,72,46,output/zhihu_chaoyang/markdown/425-现在在北京一所公立学校上小学三年级，想转学，有没有好的私立学校推荐？-3566699762.md
现在在北京一所公立学校上小学二年级，孩子不太适应，想转学，有没有好的私立学校推荐？,私立学校指南,1,https://www.zhihu.com/question/652674998/answer/3466481119,72,46,output/zhihu_chaoyang/markdown/426-现在在北京一所公立学校上小学二年级，孩子不太适应，想转学，有没有好的私立学校推荐？-3466481119.md
26年入学，北京学区房怎么选？,三人行,1,https://www.zhihu.com/question/657149460/answer/47228086211,66,46,output/zhihu_chaoyang/markdown/326-26年入学，北京学区房怎么选？-47228086211.md
朝阳区在北京市是一种什么样的存在？,马达熊,191,https://www.zhihu.com/question/31199698/answer/1713981006,54,46,output/zhihu_chaoyang/markdown/147-朝阳区在北京市是一种什么样的存在？-1713981006.md
朝阳区民办小学有哪些？有没有人整理过资料？朝阳区私立小学排名以及地址？,私立学校指南,0,https://www.zhihu.com/question/462897040/answer/2748194492,40,46,output/zhihu_chaoyang/markdown/652-朝阳区民办小学有哪些？有没有人整理过资料？朝阳区私立小学排名以及地址？-2748194492.md
现在北京学区房都在弱化的大前提下，学区房买还是不买？,西瓜姐教买房,12,https://www.zhihu.com/question/310742721/answer/2819545609,97,45,output/zhihu_chaoyang/markdown/1087-现在北京学区房都在弱化的大前提下，学区房买还是不买？-2819545609.md
小升初买学区房，西城还是朝外？,三人行,2,https://www.zhihu.com/question/476648149/answer/80451994873,95,45,output/zhihu_chaoyang/markdown/606-小升初买学区房，西城还是朝外？-80451994873.md
如何看待北京率先实施“多校划片”？,王小拓,7,https://www.zhihu.com/question/393357639/answer/1208882608,90,45,output/zhihu_chaoyang/markdown/1093-如何看待北京率先实施“多校划片”？-1208882608.md
持有北京工作居住证，在北京上小学请问是什么要起呀？,私立学校指南,0,https://www.zhihu.com/question/595213052/answer/2021901932088796564,63,45,output/zhihu_chaoyang/markdown/395-持有北京工作居住证，在北京上小学请问是什么要起呀？-2021901932088796564.md
在北京为什么非京籍幼升小那么难？,私立学校指南,0,https://www.zhihu.com/question/30445372/answer/1953747476243814347,55,45,output/zhihu_chaoyang/markdown/1130-在北京为什么非京籍幼升小那么难？-1953747476243814347.md
北京朝阳区好的私立小学，大学前不想出国。因为工作地在朝阳，听说办了五证也只能上朝阳的私立小学。求推荐?,私立学校指南,1,https://www.zhihu.com/question/379294414/answer/3460803673,39,45,output/zhihu_chaoyang/markdown/093-北京朝阳区好的私立小学，大学前不想出国。因为工作地在朝阳，听说办了五证也只能上朝阳的私立小学。求推荐-3460803673.md
孩子父母户口都在西城什刹海学区，能上厂桥小学，爷爷奶奶住在朝阳北苑，爸妈亚运村上班，孩子在哪上小学？,三人行,1,https://www.zhihu.com/question/448163286/answer/3491086886,57,44,output/zhihu_chaoyang/markdown/106-孩子父母户口都在西城什刹海学区，能上厂桥小学，爷爷奶奶住在朝阳北苑，爸妈亚运村上班，孩子在哪上小学？-3491086886.md
坐标北京海淀，2030年上小学，需要考虑学区房嘛?,云上观房,7,https://www.zhihu.com/question/1895796895802173129/answer/1957883332391068106,55,44,output/zhihu_chaoyang/markdown/624-坐标北京海淀，2030年上小学，需要考虑学区房嘛-1957883332391068106.md
外地孩子，在北京顺义上小学二年级。想三，四年级转到朝阳区，如何操作？,私立学校指南,0,https://www.zhihu.com/question/419420081/answer/3326424229,53,44,output/zhihu_chaoyang/markdown/359-外地孩子，在北京顺义上小学二年级。想三，四年级转到朝阳区，如何操作？-3326424229.md
京籍北京幼升小可以晚上一年小学么？,北京升学规划,0,https://www.zhihu.com/question/52459052/answer/2303491262,50,44,output/zhihu_chaoyang/markdown/773-京籍北京幼升小可以晚上一年小学么？-2303491262.md
请问北京朝阳区教育资源和前景如何？如果买学区房的话在朝阳买有意义吗？,轻松家长,20,https://www.zhihu.com/question/459115429/answer/2792998925,49,44,output/zhihu_chaoyang/markdown/041-请问北京朝阳区教育资源和前景如何？如果买学区房的话在朝阳买有意义吗？-2792998925.md
为了孩子上学，北京学区房应该什么时候入手呢？,三人行,0,https://www.zhihu.com/question/367023832/answer/3636466015,46,44,output/zhihu_chaoyang/markdown/781-为了孩子上学，北京学区房应该什么时候入手呢？-3636466015.md
准备在北京朝阳买房，有哪些推荐？,云上观房,175,https://www.zhihu.com/question/353074471/answer/2626953567,108,43,output/zhihu_chaoyang/markdown/072-准备在北京朝阳买房，有哪些推荐？-2626953567.md
北京首套房，海淀丰台朝阳如何选择？,密斯张,177,https://www.zhihu.com/question/342789224/answer/1984309147,75,43,output/zhihu_chaoyang/markdown/599-北京首套房，海淀丰台朝阳如何选择？-1984309147.md
求助:朝阳区学区房该如何选择？看上了陈经纶嘉铭分校和人大附朝阳学校两个学校？,跟着拆哥看房,14,https://www.zhihu.com/question/315081520/answer/1082044432,59,43,output/zhihu_chaoyang/markdown/037-求助-朝阳区学区房该如何选择？看上了陈经纶嘉铭分校和人大附朝阳学校两个学校？-1082044432.md
北京朝阳区哪几个小区是学区房？,云上观房,2,https://www.zhihu.com/question/471313539/answer/1999572760050042755,59,43,output/zhihu_chaoyang/markdown/030-北京朝阳区哪几个小区是学区房？-1999572760050042755.md
北京朝阳区小升初非京籍孩子可以参加一派吗？,私立学校指南,0,https://www.zhihu.com/question/1966085276628649610/answer/1966490396549969289,53,43,output/zhihu_chaoyang/markdown/251-北京朝阳区小升初非京籍孩子可以参加一派吗？-1966490396549969289.md
朝阳区小升初一派非京籍也可以填吗？,私立学校指南,0,https://www.zhihu.com/question/6112979818/answer/52119923814,53,43,output/zhihu_chaoyang/markdown/473-朝阳区小升初一派非京籍也可以填吗？-52119923814.md
朝阳区非京籍小升初四证审核没通过怎么办？,私立学校指南,0,https://www.zhihu.com/question/1953863362216727829/answer/1954533543737795805,47,43,output/zhihu_chaoyang/markdown/538-朝阳区非京籍小升初四证审核没通过怎么办？-1954533543737795805.md
非京籍四证准备晚了，社保差几天，还能在北京上小学吗？,私立学校指南,0,https://www.zhihu.com/question/1986738583139284716/answer/1987511260779143629,46,43,output/zhihu_chaoyang/markdown/450-非京籍四证准备晚了，社保差几天，还能在北京上小学吗？-1987511260779143629.md
北京户口，没有房子，孩子能在朝阳区升初中吗，可以上私立学校吗？,私立学校指南,0,https://www.zhihu.com/question/1989648828991833638/answer/1991866361211814394,46,43,output/zhihu_chaoyang/markdown/472-北京户口，没有房子，孩子能在朝阳区升初中吗，可以上私立学校吗？-1991866361211814394.md
北京朝阳区私立学校哪个比较适合非京籍？,私立学校指南,0,https://www.zhihu.com/question/1898338131037627174/answer/1898341404536737974,44,43,output/zhihu_chaoyang/markdown/372-北京朝阳区私立学校哪个比较适合非京籍？-1898341404536737974.md
孩子马上升小学，又不想上公立小学，有北京比较好的私立小学推荐吗？,李闲大闲人,3,https://www.zhihu.com/question/52023302/answer/2788149489,42,43,output/zhihu_chaoyang/markdown/1074-孩子马上升小学，又不想上公立小学，有北京比较好的私立小学推荐吗？-2788149489.md
现在北京的老破小学区房还能不能买了？,三人行,2,https://www.zhihu.com/question/488587925/answer/1930925286058334053,57,42,output/zhihu_chaoyang/markdown/389-现在北京的老破小学区房还能不能买了？-1930925286058334053.md
没有北京户口，用工作居住证跟学区房能保证给孩子上学么？,看山,0,https://www.zhihu.com/question/285390805/answer/2752098318,56,42,output/zhihu_chaoyang/markdown/449-没有北京户口，用工作居住证跟学区房能保证给孩子上学么？-2752098318.md
北京首套房，海淀丰台朝阳如何选择？,王果汁,37,https://www.zhihu.com/question/342789224/answer/1733005788,52,42,output/zhihu_chaoyang/markdown/1236-北京首套房，海淀丰台朝阳如何选择？-1733005788.md
450万左右，买北京两居，房子稍新，学区不差，哪里可以推荐？,牛爸的梦呓,20,https://www.zhihu.com/question/443246222/answer/1741296404,48,42,output/zhihu_chaoyang/markdown/584-450万左右，买北京两居，房子稍新，学区不差，哪里可以推荐？-1741296404.md
