标题,作者,赞同,评论,创建时间,更新时间,原文链接,命中关键词,正文相关度分,本地Markdown
学区房买北京西城东城，还是朝阳？,汤有为,20,5,2022-11-25 15:53:13 CST,2022-11-28 19:41:13 CST,https://www.zhihu.com/question/463574027/answer/2774277713,东城 和平里一小 | 东城 学区选择 | 东城 学校排名 | 东城 安定门 交道口 | 东城 府学 | 东城 景东,126,output/zhihu_dongcheng/markdown/042-学区房买北京西城东城，还是朝阳？-2774277713.md
北京幼升小情况如何？,西瓜姐教买房,4,2,2022-07-13 14:03:16 CST,2022-07-13 14:03:16 CST,https://www.zhihu.com/question/537609572/answer/2572311036,东城 一派 二派 三派 | 东城 入学政策 | 东城 多校划片 | 东城 幼升小 | 东城 调剂 | 北京东城 幼升小,126,output/zhihu_dongcheng/markdown/272-北京幼升小情况如何？-2572311036.md
西城陶白和东城区学期和平里、安交片区选择，选哪个更好呢，全部预算550万，孩子计划初中转校过去?,王一,4,1,2025-06-14 15:04:51 CST,2025-06-14 15:04:51 CST,https://www.zhihu.com/question/462737988/answer/1917236035139659657,东城 22中 | 东城 分司厅 | 东城区 171 | 东城区 171中学 | 东城区 22中 | 东城区 初中,126,output/zhihu_dongcheng/markdown/061-西城陶白和东城区学期和平里、安交片区选择，选哪个更好呢，全部预算550万，孩子计划初中转校过去-1917236035139659657.md
东城高中入学条件?,三人行,0,0,2025-04-17 08:16:03 CST,2025-04-17 08:16:03 CST,https://www.zhihu.com/question/637639982/answer/1896114661604193341,东城 1911 | 东城 东朝建 | 东城 中招 | 东城 广渠门中学 | 东城 汇文中学 | 东城 龙体,126,output/zhihu_dongcheng/markdown/065-东城高中入学条件-1896114661604193341.md
如何评价北京府学胡同小学？,三人行,1,0,2024-10-10 13:29:39 CST,2024-10-10 13:29:39 CST,https://www.zhihu.com/question/433452454/answer/4671624162,东城 166中学 | 东城 学校排名 | 东城 府学 | 东城区 学校排名 | 东城区 小学 | 东城区 府学,125,output/zhihu_dongcheng/markdown/215-如何评价北京府学胡同小学？-4671624162.md
西城区小升初是什么体验？,上善若水,363,187,2021-05-14 22:50:55 CST,2024-05-22 22:30:45 CST,https://www.zhihu.com/question/459428140/answer/1886539122,东城区 22中 | 东城区 全区派位 | 东城区 小升初,124,output/zhihu_dongcheng/markdown/378-西城区小升初是什么体验？-1886539122.md
孩子要上小学，朝阳和东城怎么选？,云上观房,6,2,2025-12-26 12:55:29 CST,2025-12-26 15:14:36 CST,https://www.zhihu.com/question/482255915/answer/1987869111611588741,东城 166中学 | 东城 171 | 东城 171中学 | 东城 1911 | 东城 22中 | 东城 55中,123,output/zhihu_dongcheng/markdown/001-孩子要上小学，朝阳和东城怎么选？-1987869111611588741.md
北京朝阳初中的比较?,京考升学圈,2,1,2024-08-24 14:38:20 CST,2024-08-24 14:38:20 CST,https://www.zhihu.com/question/656879645/answer/3604612945,东城 入学政策 | 东城 初中 | 东城 朝阳 学区 | 东城 派位 | 东城区 全区派位 | 东城区 初中,122,output/zhihu_dongcheng/markdown/175-北京朝阳初中的比较-3604612945.md
北京市东城区小升初，那些学校靠谱，求大神指点?,育路私立学校网,0,0,2024-11-01 17:35:04 CST,2024-11-01 17:35:04 CST,https://www.zhihu.com/question/667084344/answer/20459135777,东城 55中 | 东城 二中 | 东城 五中 | 东城 五中分校 | 东城 初中 | 东城 广渠门中学,119,output/zhihu_dongcheng/markdown/034-北京市东城区小升初，那些学校靠谱，求大神指点-20459135777.md
为什么北京东城西城中考高分段人数不分上下，而高考高分段人数西城碾压东城呢，是和高中好坏有关吗？,轻松家长,50,1,2022-09-16 14:03:59 CST,2022-09-16 14:03:59 CST,https://www.zhihu.com/question/279645678/answer/2676129488,东城 171 | 东城 171中学 | 东城 22中 | 东城 中招 | 东城 中考 | 东城 二中,117,output/zhihu_dongcheng/markdown/084-为什么北京东城西城中考高分段人数不分上下，而高考高分段人数西城碾压东城呢，是和高中好坏有关吗？-2676129488.md
安交学区上岸怎么买？,三人行,6,0,2023-11-11 17:18:01 CST,2023-11-11 17:18:01 CST,https://www.zhihu.com/question/480924495/answer/3285152495,东城 分司厅 | 东城 安交 | 东城 安定门 交道口 | 东城 府学 | 东城区 全区派位 | 东城区 分司厅,117,output/zhihu_dongcheng/markdown/139-安交学区上岸怎么买？-3285152495.md
西城学区新街口片区能买吗？小学中学有没有坑？,三人行,27,7,2022-11-30 12:38:20 CST,2022-11-30 12:38:20 CST,https://www.zhihu.com/question/569739625/answer/2781315871,东城 西城 学区 | 东城区 调剂,112,output/zhihu_dongcheng/markdown/434-西城学区新街口片区能买吗？小学中学有没有坑？-2781315871.md
在北京买学区房大概价位在600左右，是选西城还是海淀，最近关注了中关村二小？,米粒妈,407,29,2017-12-01 16:19:12 CST,2017-12-01 16:20:29 CST,https://www.zhihu.com/question/66339173/answer/269073380,北京学区 东城 西城 海淀,110,output/zhihu_dongcheng/markdown/683-在北京买学区房大概价位在600左右，是选西城还是海淀，最近关注了中关村二小？-269073380.md
有多少钱才能在北京买学区房？,王果汁,38,7,2021-03-13 18:39:00 CST,2022-03-22 20:10:35 CST,https://www.zhihu.com/question/430957677/answer/1778070281,东城 1911 | 东城 731 | 东城区 731,109,output/zhihu_dongcheng/markdown/382-有多少钱才能在北京买学区房？-1778070281.md
海淀二流二类小学，西城最差学区，如何选择？,efic wang,12,5,2026-03-18 13:25:05 CST,2026-03-18 13:25:05 CST,https://www.zhihu.com/question/445389155/answer/2017592366412879005,东城 校额到校 | 东城区 校额到校 | 北京学区 东城 西城 海淀,109,output/zhihu_dongcheng/markdown/383-海淀二流二类小学，西城最差学区，如何选择？-2017592366412879005.md
北京东城小升初派位公平吗？,三人行,20,0,2023-01-30 15:01:56 CST,2023-01-30 15:01:56 CST,https://www.zhihu.com/question/404640838/answer/2867296627,东城 22中 | 东城 东崇前 | 东城 东直门中学 | 东城 广渠门中学 | 东城 景东 | 东城 派位,107,output/zhihu_dongcheng/markdown/041-北京东城小升初派位公平吗？-2867296627.md
2023年东城学区买房，有没有最全东城学区解答？,北京叮当,8,2,2023-10-16 15:38:20 CST,2023-10-16 15:38:20 CST,https://www.zhihu.com/question/579274092/answer/3252010147,东城 东崇前 | 东城 东朝建 | 东城 东直门中学 | 东城 分司厅 | 东城 北东 | 东城 和平里一小,107,output/zhihu_dongcheng/markdown/023-2023年东城学区买房，有没有最全东城学区解答？-3252010147.md
现在买学区房还有必要吗？,三人行,7,0,2024-11-03 09:04:51 CST,2024-12-08 09:51:36 CST,https://www.zhihu.com/question/584095770/answer/21565428131,东城 1911 | 东城 北东 | 东城区 东朝建 | 东城区 买房 上学,107,output/zhihu_dongcheng/markdown/237-现在买学区房还有必要吗？-21565428131.md
2023年东城学区买房，有没有最全东城学区解答？,鸿志万里,1,0,2024-02-12 11:45:42 CST,2024-02-12 11:45:42 CST,https://www.zhihu.com/question/579274092/answer/3394042671,东城 东崇前 | 东城 东朝建 | 东城区 东四 朝阳门 建国门 | 东城区 东崇前 | 东城区 东朝建 | 东城区 分司厅,106,output/zhihu_dongcheng/markdown/154-2023年东城学区买房，有没有最全东城学区解答？-3394042671.md
2028年幼升小，北京东城区和平里学区和西城区陶白学区怎么选？,至禾咨询,0,0,2023-05-04 09:39:56 CST,2023-05-04 09:39:56 CST,https://www.zhihu.com/question/556040068/answer/3011822514,分司厅小学 东城,106,output/zhihu_dongcheng/markdown/135-2028年幼升小，北京东城区和平里学区和西城区陶白学区怎么选？-3011822514.md
北京学区房，东城or西城？,云上观房,2,0,2025-12-12 20:21:45 CST,2025-12-12 20:21:45 CST,https://www.zhihu.com/question/488418020/answer/1982907988437132578,东城 171 | 东城 171中学 | 东城 1911 | 东城 一派 二派 三派 | 东城 中考 | 东城 九年一贯制,105,output/zhihu_dongcheng/markdown/004-北京学区房，东城or西城？-1982907988437132578.md
在北京买学区房，选择东城还是朝阳？,慢琢玖居,5,0,2024-07-26 14:52:44 CST,2024-07-26 14:52:44 CST,https://www.zhihu.com/question/442615235/answer/3574256574,东城 东四 朝阳门 建国门 | 东城 东崇前 | 东城 东朝建 | 东城 买房 上学 | 东城 北东 | 东城 北新桥 东直门,104,output/zhihu_dongcheng/markdown/011-在北京买学区房，选择东城还是朝阳？-3574256574.md
你会给娃买学区房么?,幽燕城里人儿,65,60,2023-02-01 10:11:52 CST,2023-02-01 10:11:52 CST,https://www.zhihu.com/question/541505634/answer/2870366430,东城 1911 | 东城 买房 上学 | 东城 入学政策 | 东城 多校划片 | 东城 学区选择 | 东城 幼升小,103,output/zhihu_dongcheng/markdown/048-你会给娃买学区房么-2870366430.md
如何选择北京学区房？,鸿志万里,151,0,2023-12-04 20:32:31 CST,2023-12-04 20:32:31 CST,https://www.zhihu.com/question/56104481/answer/3313232463,东城 朝阳 学区,101,output/zhihu_dongcheng/markdown/685-如何选择北京学区房？-3313232463.md
外地户籍在北京东城区居住 但是父母都不在东城区工作 孩子能在东城区上小学吗？,京学区字典,1,0,2024-06-27 18:28:04 CST,2024-06-27 18:28:04 CST,https://www.zhihu.com/question/606480360/answer/3544140999,东城 小学 | 北京东城 小学 | 北京东城区 小学,100,output/zhihu_dongcheng/markdown/223-外地户籍在北京东城区居住-但是父母都不在东城区工作-孩子能在东城区上小学吗？-3544140999.md
2028年幼升小，北京东城区和平里学区和西城区陶白学区怎么选？,京选置家,0,0,2023-08-29 15:57:30 CST,2023-08-29 15:57:30 CST,https://www.zhihu.com/question/556040068/answer/3187990108,府学 胡同 小学 东城,99,output/zhihu_dongcheng/markdown/136-2028年幼升小，北京东城区和平里学区和西城区陶白学区怎么选？-3187990108.md
海口排名前三的小学、初中、高中都是哪些学校？,三人行,1,0,2023-07-16 15:25:56 CST,2023-07-16 15:30:07 CST,https://www.zhihu.com/question/439024580/answer/3121171902,东城 171中学 | 东城区 171中学,98,output/zhihu_dongcheng/markdown/315-海口排名前三的小学、初中、高中都是哪些学校？-3121171902.md
有没有懂北京学区的，懂得大佬分析下，准备刚需买房?,深度思考,30,1,2024-02-16 12:17:13 CST,2024-04-08 16:39:28 CST,https://www.zhihu.com/question/630328111/answer/3397711915,东城 1911 | 东城 一派 二派 三派 | 东城 买房 上学 | 东城 入学政策 | 东城 多校划片 | 东城 学区选择,97,output/zhihu_dongcheng/markdown/068-有没有懂北京学区的，懂得大佬分析下，准备刚需买房-3397711915.md
2024年还能入手北京老破小学区房吗？学区房还会大涨吗？,我叫小博,3,0,2024-08-15 21:44:47 CST,2024-08-15 21:44:47 CST,https://www.zhihu.com/question/638768973/answer/3595710199,东城区 买房 上学,95,output/zhihu_dongcheng/markdown/414-2024年还能入手北京老破小学区房吗？学区房还会大涨吗？-3595710199.md
如何强行用客观指标分析东城区各学区房优劣？,京房社,1,0,2023-10-24 13:19:45 CST,2023-10-24 13:19:45 CST,https://www.zhihu.com/question/471315096/answer/3262356742,东城 171 | 东城 171中学 | 东城 22中 | 东城 55中 | 东城 一派 二派 三派 | 东城 东崇前,95,output/zhihu_dongcheng/markdown/006-如何强行用客观指标分析东城区各学区房优劣？-3262356742.md
2028年幼升小，北京东城区和平里学区和西城区陶白学区怎么选？,京学区字典,1,0,2024-06-01 22:01:15 CST,2024-06-01 22:01:15 CST,https://www.zhihu.com/question/556040068/answer/3517206092,东城 九年一贯制 | 东城 幼升小 | 东城区 史家 | 东城区 幼升小 | 北京东城 幼升小,92,output/zhihu_dongcheng/markdown/116-2028年幼升小，北京东城区和平里学区和西城区陶白学区怎么选？-3517206092.md
东城学区房现在什么形式？什么时候入手是时机？,京房社,0,0,2023-10-24 13:11:36 CST,2023-10-24 13:11:36 CST,https://www.zhihu.com/question/479243466/answer/3262346153,东城 22中 | 东城 55中 | 东城 东崇前 | 东城 买房 上学 | 东城 分司厅 | 东城 北东,92,output/zhihu_dongcheng/markdown/022-东城学区房现在什么形式？什么时候入手是时机？-3262346153.md
如何评价2023年北京中考？,三人行,55,6,2023-07-10 00:09:09 CST,2023-07-10 00:09:09 CST,https://www.zhihu.com/question/534751265/answer/3111243971,东城 中招 | 东城区 166中学 | 东城区 中考 | 东城区 二中,91,output/zhihu_dongcheng/markdown/276-如何评价2023年北京中考？-3111243971.md
2023年东城学区买房，有没有最全东城学区解答？,京选置家,1,3,2023-08-22 15:06:17 CST,2024-02-29 15:57:25 CST,https://www.zhihu.com/question/579274092/answer/3177310796,东城 171中学 | 东城 史家 | 东城 和平里一小 | 东城 学校排名 | 东城区 史家 | 东城区 和平里一小,91,output/zhihu_dongcheng/markdown/101-2023年东城学区买房，有没有最全东城学区解答？-3177310796.md
北京学区房家长：掏空家底儿买学区老破小，图什么？,三人行,22,1,2022-04-15 17:25:17 CST,2022-11-24 13:45:45 CST,https://www.zhihu.com/question/528127994/answer/2441141477,东城区 买房 上学,89,output/zhihu_dongcheng/markdown/495-北京学区房家长：掏空家底儿买学区老破小，图什么？-2441141477.md
你会为孩子买学区房，还是上普通点的学校？,杜卡基斯小然然,229,94,2020-12-16 16:42:37 CST,2020-12-21 11:33:02 CST,https://www.zhihu.com/question/434384643/answer/1630018445,东城 731 | 东城 九年一贯制 | 东城 入学政策 | 东城 西城 学区 | 东城区 731 | 东城区 入学政策,88,output/zhihu_dongcheng/markdown/213-你会为孩子买学区房，还是上普通点的学校？-1630018445.md
学区房真的都会被取消了吗？小孩上学进不了好学校咋办？,三人行,0,0,2025-04-27 09:23:38 CST,2025-04-27 09:23:38 CST,https://www.zhihu.com/question/477393444/answer/1899755548016108759,东城 和平里 | 东城 和平里一小 | 东城区 和平里 | 东城区 和平里一小,88,output/zhihu_dongcheng/markdown/306-学区房真的都会被取消了吗？小孩上学进不了好学校咋办？-1899755548016108759.md
你如何看待为孩子买学区房的必要性？,杜卡基斯小然然,41,13,2020-12-16 16:43:54 CST,2020-12-16 16:43:54 CST,https://www.zhihu.com/question/431875735/answer/1630020804,东城 731 | 东城区 731 | 东城区 全区派位,86,output/zhihu_dongcheng/markdown/380-你如何看待为孩子买学区房的必要性？-1630020804.md
刚需，2020年北京买房合适不合适？,汤有为,74,15,2020-09-22 17:48:48 CST,2021-12-09 18:36:15 CST,https://www.zhihu.com/question/358880030/answer/1487492775,东城 和平里一小 | 东城 安定门 交道口 | 东城 景山 东华门 | 东城 黑芝麻 | 东城区 和平里一小 | 东城区 安定门交道口,85,output/zhihu_dongcheng/markdown/246-刚需，2020年北京买房合适不合适？-1487492775.md
